iter	MAE
257	1.644424695
258	1.64171973
259	1.63795227
260	1.635763215
261	1.63347148
262	1.630607882
263	1.628109582
264	1.625470874
265	1.623680006
266	1.620677798
267	1.617756463
268	1.615676711
269	1.612174572
270	1.610810147
271	1.60830995
272	1.605581907
273	1.603632517
274	1.601602059
275	1.599666425
276	1.598081375
277	1.596655694
278	1.594543026
279	1.592311424
280	1.590545277
281	1.589075172
282	1.588088592
283	1.586131805
284	1.585188151
285	1.582984131
286	1.581235553
287	1.579587237
288	1.577689073
289	1.576387758
290	1.574805681
291	1.57297262
292	1.570773212
293	1.566737323
294	1.565572944
295	1.563888921
296	1.562444529
297	1.561045991
298	1.557938046
299	1.557044283
300	1.55536087
301	1.553744934
302	1.551659129
303	1.549549868
304	1.548009395
305	1.546583491
306	1.543774296
307	1.542449839
308	1.541362046
309	1.539673537
310	1.537897171
311	1.536485333
312	1.534089577
313	1.531768971
314	1.529334056
315	1.527976221
316	1.527064077
317	1.524026843
318	1.522281816
319	1.520440009
320	1.519243847
321	1.518061409
322	1.515441932
323	1.514066691
324	1.512169552
325	1.509482806
326	1.507121424
327	1.505184818
328	1.503667292
329	1.50254605
330	1.501408947
331	1.498238711
332	1.49673304
333	1.495816796
334	1.494734792
335	1.493330758
336	1.49256477
337	1.490633153
338	1.487346181
339	1.48622414
340	1.485550607
341	1.483677187
342	1.482605474
343	1.481110025
344	1.479862241
345	1.478926336
346	1.477562062
347	1.476722889
348	1.475890125
349	1.474811029
350	1.473411251
351	1.472285316
352	1.470182933
353	1.469014076
354	1.468111135
355	1.466387417
356	1.464686807
357	1.463844498
358	1.462522994
359	1.461597784
360	1.460482326
361	1.458995692
362	1.458366864
363	1.4571087
364	1.455466154
365	1.45494494
366	1.454213075
367	1.453330851
368	1.452765194
369	1.451815814
370	1.450567472
371	1.449154546
372	1.446896807
373	1.446070747
374	1.445036788
375	1.443844235
376	1.442521999
377	1.441503924
378	1.440213275
379	1.439373253
380	1.437822578
381	1.436555212
382	1.435042024
383	1.434244805
384	1.432643101
385	1.431973597
386	1.431188036
387	1.430717001
388	1.428191524
389	1.426865829
390	1.426288503
391	1.425436768
392	1.423441458
393	1.422923422
394	1.42071944
395	1.419698893
396	1.419034707
397	1.418284503
398	1.417391105
399	1.416361715
400	1.415654878
401	1.41511262
402	1.413498022
403	1.412738876
404	1.412062325
405	1.41163579
406	1.409278647
407	1.408752601
408	1.407595446
409	1.4064891
410	1.405031058
411	1.404456356
412	1.403098549
413	1.402530828
414	1.402055494
415	1.401504338
416	1.40052389
417	1.398498632
418	1.398054658
419	1.396828973
420	1.396439351
421	1.395946545
422	1.395192833
423	1.394615663
424	1.394229967
425	1.393273093
426	1.392788735
427	1.391877668
428	1.391325193
429	1.39103101
430	1.388961854
431	1.38850032
432	1.387867282
433	1.386832843
434	1.385784568
435	1.383971492
436	1.383055574
437	1.381972582
438	1.381436679
439	1.381165614
440	1.380176063
441	1.379185728
442	1.378834488
443	1.377505669
444	1.377208433
445	1.376721506
446	1.375830473
447	1.374365647
448	1.374080173
449	1.372822565
450	1.372371162
451	1.371924738
452	1.371541358
453	1.371224085
454	1.370873709
455	1.36926534
456	1.368508556
457	1.368133401
458	1.367130046
459	1.366289104
460	1.365638623
461	1.365165368
462	1.364697499
463	1.364378338
464	1.363666523
465	1.363415011
466	1.362321375
467	1.36124425
468	1.360778016
469	1.36029931
470	1.359960583
471	1.359289959
472	1.358682806
473	1.358289976
474	1.357774141
475	1.356343434
476	1.354751811
477	1.354498943
478	1.354274128
479	1.353121404
480	1.352612546
481	1.352022005
482	1.351220421
483	1.350796171
484	1.350387119
485	1.348884935
486	1.348517437
487	1.348274924
488	1.347158742
489	1.346443742
490	1.345936534
491	1.345703376
492	1.34495065
493	1.344483464
494	1.344199558
495	1.343953166
496	1.343558488
497	1.342848959
498	1.342358972
499	1.341177833
500	1.340943092
501	1.340005287
502	1.339231516
503	1.33905731
504	1.338509814
505	1.337326025
506	1.337035766
507	1.336286386
508	1.336001044
509	1.334960763
510	1.334702352
511	1.334206872
512	1.333426015
513	1.332378763
514	1.331846856
515	1.33152425
516	1.331142986
517	1.330148054
518	1.329831579
519	1.329657298
520	1.328031809
521	1.327189844
522	1.326310038
523	1.326099554
524	1.325462861
525	1.324816818
526	1.324424448
527	1.323644979
528	1.323426259
529	1.323146841
530	1.322989847
531	1.322254555
532	1.320585314
533	1.320253998
534	1.319011252
535	1.318465866
536	1.318131439
537	1.317930437
538	1.317549697
539	1.317302306
540	1.315850883
541	1.315102818
542	1.31488519
543	1.314506339
544	1.313980204
545	1.313825703
546	1.313100656
547	1.311503527
548	1.311201628
549	1.310851085
550	1.310491786
551	1.310024267
552	1.309823879
553	1.309473248
554	1.309261769
555	1.308675332
556	1.308117422
557	1.307609305
558	1.307261993
559	1.306587236
560	1.306334515
561	1.305285901
562	1.304752574
563	1.304488663
564	1.304219159
565	1.303535992
566	1.303085024
567	1.302443761
568	1.302299626
569	1.301917786
570	1.300899978
571	1.300437059
572	1.299164838
573	1.298409594
574	1.298256396
575	1.297901618
576	1.297717515
577	1.297492873
578	1.296477322
579	1.296275647
580	1.295859714
581	1.295583921
582	1.295445164
583	1.294911728
584	1.294485305
585	1.293972314
586	1.293486289
587	1.293259095
588	1.292854054
589	1.292590512
590	1.29222881
591	1.29209453
592	1.291928555
593	1.291729571
594	1.291309204
595	1.29118534
596	1.290287611
597	1.29011304
598	1.289896772
599	1.289742109
600	1.288465462
601	1.288205905
602	1.288097144
603	1.287978357
604	1.287835305
605	1.286622523
606	1.286360298
607	1.286020834
608	1.28580714
609	1.285708732
610	1.284643047
611	1.283455486
612	1.282774363
613	1.282553243
614	1.282373708
615	1.281481082
616	1.281299311
617	1.280915937
618	1.280792619
619	1.28053339
620	1.280214663
621	1.280109612
622	1.27987018
623	1.279726942
624	1.279417958
625	1.27926883
626	1.279109285
627	1.278749472
628	1.278656441
629	1.278239648
630	1.278076921
631	1.277895687
632	1.277726588
633	1.277610977
634	1.277344576
635	1.276356065
636	1.275990527
637	1.275876257
638	1.275719672
639	1.275481485
640	1.274941892
641	1.274814373
642	1.274619353
643	1.274048571
644	1.273672609
645	1.27327249
646	1.272868997
647	1.272481134
648	1.271909068
649	1.271790537
650	1.271410309
651	1.270335617
652	1.269920284
653	1.269753231
654	1.269485057
655	1.269369142
656	1.269223059
657	1.268824846
658	1.267821929
659	1.267247508
660	1.266340821
661	1.266235413
662	1.265564132
663	1.264848041
664	1.264432235
665	1.264201223
666	1.264025045
667	1.263935192
668	1.263545421
669	1.263447393
670	1.263281704
671	1.263112903
672	1.262973644
673	1.262835092
674	1.262351455
675	1.261988994
676	1.261906325
677	1.261774287
678	1.261283991
679	1.260878992
680	1.260760746
681	1.260427249
682	1.259997408
683	1.259886867
684	1.25982808
685	1.259525428
686	1.259380573
687	1.259276331
688	1.259088
689	1.258746125
690	1.2586869
691	1.258534859
692	1.258452874
693	1.258368783
694	1.258241602
695	1.258077525
696	1.257702735
697	1.256990627
698	1.256590218
699	1.255859966
700	1.255277997
701	1.255165105
702	1.255034145
703	1.254453476
704	1.254342803
705	1.254066045
706	1.253303743
707	1.25319923
708	1.252599838
709	1.252304999
710	1.251948448
711	1.251609611
712	1.251465195
713	1.250938589
714	1.25044502
715	1.250246083
716	1.249579337
717	1.249140711
718	1.249047301
719	1.248924004
720	1.248775923
721	1.24847891
722	1.248393136
723	1.247974213
724	1.24791171
725	1.247624617
726	1.24699799
727	1.246887576
728	1.246722171
729	1.246471641
730	1.246414077
731	1.246226465
732	1.245812004
733	1.245646481
734	1.245323028
735	1.245116842
736	1.244635355
737	1.243849016
738	1.243463943
739	1.243108974
740	1.242791449
741	1.24187578
742	1.241610052
743	1.241533398
744	1.241341138
745	1.240873196
746	1.240316892
747	1.240201987
748	1.240058262
749	1.239441605
750	1.238710411
751	1.238355193
752	1.23797475
753	1.237820322
754	1.237701326
755	1.237601417
756	1.237403567
757	1.237279527
758	1.236997828
759	1.236923668
760	1.236880093
761	1.236812505
762	1.236721465
763	1.236640401
764	1.2359252
765	1.235647629
766	1.235488983
767	1.235059807
768	1.234890946
769	1.234563345
770	1.234500619
771	1.234348192
772	1.233921457
773	1.233779986
774	1.233563944
775	1.233500745
776	1.233437906
777	1.23319591
778	1.233132843
779	1.233010871
780	1.232301253
781	1.231784581
782	1.231729797
783	1.231360247
784	1.231273414
785	1.231198449
786	1.231134771
787	1.230600865
788	1.230465556
789	1.230397427
790	1.23006598
791	1.229937344
792	1.229873601
793	1.229588564
794	1.229408508
795	1.229145362
796	1.228940676
797	1.228846229
798	1.228362276
799	1.228291322
800	1.227972351
801	1.227744788
802	1.22770291
803	1.227139218
804	1.227012578
805	1.226760065
806	1.226693925
807	1.226156979
808	1.22603533
809	1.225479774
810	1.225305363
811	1.225157466
812	1.22509168
813	1.224953865
814	1.224867532
815	1.224354879
816	1.224170297
817	1.223745325
818	1.223692023
819	1.223642093
820	1.22359055
821	1.223208482
822	1.223117219
823	1.223019943
824	1.222627396
825	1.222575033
826	1.222402155
827	1.222299303
828	1.222239066
829	1.221848071
830	1.221789611
831	1.22152366
832	1.221378115
833	1.221146689
834	1.221074575
835	1.221008081
836	1.220972147
837	1.220924181
838	1.22050189
839	1.220381012
840	1.220299245
841	1.220211573
842	1.219732016
843	1.219482196
844	1.219253046
845	1.218952576
846	1.218854205
847	1.218814539
848	1.218765689
849	1.218675434
850	1.218611719
851	1.218513675
852	1.218381142
853	1.218036388
854	1.217956365
855	1.217821106
856	1.217474023
857	1.217313666
858	1.21723941
859	1.216796812
860	1.216469651
861	1.216411963
862	1.216347316
863	1.216221189
864	1.215877675
865	1.215684944
866	1.215454311
867	1.215391889
868	1.215109591
869	1.214976183
870	1.214932739
871	1.214804433
872	1.214523685
873	1.214483417
874	1.214189561
875	1.213527025
876	1.213499853
877	1.213399047
878	1.213230542
879	1.21279331
880	1.212429937
881	1.212238369
882	1.211768612
883	1.211711503
884	1.211621641
885	1.2112316
886	1.211183346
887	1.211089116
888	1.211005664
889	1.210938288
890	1.210914182
891	1.210591694
892	1.210445827
893	1.210368963
894	1.210330915
895	1.209865547
896	1.209790861
897	1.209754756
898	1.209473143
899	1.209357548
900	1.20910412
901	1.208753224
902	1.208226296
903	1.20766468
904	1.207426812
905	1.207360686
906	1.207267394
907	1.207146963
908	1.207122336
909	1.206648664
910	1.206184373
911	1.206158852
912	1.206138175
913	1.206078669
914	1.20566567
915	1.205328138
916	1.204999869
917	1.20490241
918	1.204856286
919	1.204620681
920	1.204225513
921	1.203986429
922	1.203966795
923	1.203786602
924	1.203742148
925	1.203658105
926	1.203466496
927	1.203191689
928	1.20289922
929	1.202867687
930	1.202799237
931	1.202481461
932	1.202445772
933	1.202185506
934	1.20177374
935	1.201383481
936	1.201228052
937	1.201189455
938	1.201110297
939	1.200725295
940	1.200565685
941	1.200497657
942	1.200453498
943	1.200375565
944	1.200284558
945	1.200019096
946	1.199477259
947	1.199284409
948	1.199218046
949	1.199067106
950	1.198950245
951	1.198849942
952	1.198801608
953	1.198306943
954	1.198269152
955	1.198158708
956	1.197806997
957	1.197548439
958	1.197508245
959	1.197426282
960	1.19737454
961	1.197324605
962	1.19704966
963	1.197001644
964	1.196829533
965	1.196616397
966	1.196591488
967	1.196344616
968	1.196262687
969	1.1961612
970	1.196108977
971	1.19605513
972	1.195385814
973	1.195325556
974	1.195138415
975	1.195003713
976	1.194897791
977	1.194857445
978	1.194624421
979	1.194468389
980	1.194076225
981	1.194010174
982	1.193774412
983	1.193386133
984	1.193319467
985	1.193265155
986	1.19313971
987	1.193119881
988	1.19301455
989	1.192934127
990	1.192809064
991	1.192748051
992	1.192705548
993	1.192329403
994	1.192177167
995	1.192129846
996	1.191808661
997	1.191749791
998	1.191601438
999	1.191374453
1000	1.191245133
1001	1.191098816
1002	1.190869436
1003	1.190671123
1004	1.190508806
1005	1.190472159
1006	1.19044715
1007	1.190432204
1008	1.190336901
1009	1.190201495
1010	1.189849387
1011	1.189768164
1012	1.189702808
1013	1.189626519
1014	1.189593231
1015	1.189457605
1016	1.189401975
1017	1.189057933
1018	1.188961759
1019	1.188616517
1020	1.188445872
1021	1.188252761
1022	1.188199143
1023	1.188039898
1024	1.188006537
1025	1.187439449
1026	1.187247225
1027	1.187161331
1028	1.186915096
1029	1.186893406
1030	1.1866446
1031	1.1861444
1032	1.186094994
1033	1.185857053
1034	1.185811992
1035	1.185748129
1036	1.185324641
1037	1.185300897
1038	1.185267954
1039	1.185086053
1040	1.185029049
1041	1.184734658
1042	1.18470465
1043	1.184499
1044	1.184435196
1045	1.184373569
1046	1.184300369
1047	1.184074694
1048	1.184021869
1049	1.183808762
1050	1.183762705
1051	1.183476906
1052	1.183347479
1053	1.182941589
1054	1.182884276
1055	1.182650349
1056	1.182585202
1057	1.182550192
1058	1.182537004
1059	1.182524029
1060	1.182403489
1061	1.182090829
1062	1.182078863
1063	1.182043725
1064	1.181876063
1065	1.181777118
1066	1.181366051
1067	1.181116256
1068	1.180902584
1069	1.180848594
1070	1.180500261
1071	1.180334219
1072	1.180305996
1073	1.179788253
1074	1.179757238
1075	1.179734271
1076	1.179576942
1077	1.179277627
1078	1.179216049
1079	1.179183046
1080	1.179041349
1081	1.178958752
1082	1.178759888
1083	1.178413268
1084	1.178365099
1085	1.178134428
1086	1.178035502
1087	1.178007873
1088	1.177729124
1089	1.177598303
1090	1.177507167
1091	1.177379531
1092	1.177258161
1093	1.177209702
1094	1.177156062
1095	1.177055562
1096	1.177022814
1097	1.176978066
1098	1.176865562
1099	1.176812973
1100	1.176610971
1101	1.176555363
1102	1.176299587
1103	1.176037793
1104	1.176013789
1105	1.175956099
1106	1.175935752
1107	1.175922859
1108	1.175827286
1109	1.175402149
1110	1.175137046
1111	1.17509893
1112	1.175042341
1113	1.17502979
1114	1.17498733
1115	1.174910726
1116	1.174890084
1117	1.174874031
1118	1.174820538
1119	1.174713432
1120	1.174677353
1121	1.174647982
1122	1.174637136
1123	1.174565807
1124	1.17412103
1125	1.174066516
1126	1.17378692
1127	1.173712017
1128	1.173656323
1129	1.17361004
1130	1.173567231
1131	1.173513609
1132	1.173428807
1133	1.173129116
1134	1.172804184
1135	1.172713193
1136	1.17268016
1137	1.17238049
1138	1.172235811
1139	1.172045597
1140	1.172008169
1141	1.17179885
1142	1.171547756
1143	1.171489432
1144	1.171425321
1145	1.171408813
1146	1.171281105
1147	1.171261457
1148	1.17115821
1149	1.171035262
1150	1.170870145
1151	1.170713574
1152	1.170636044
1153	1.170621377
1154	1.170423396
1155	1.170220184
1156	1.170150448
1157	1.170049025
1158	1.170033472
1159	1.169984385
1160	1.169911082
1161	1.169862217
1162	1.169837479
1163	1.169632536
1164	1.169563961
1165	1.169517839
1166	1.169465143
1167	1.169191786
1168	1.168921092
1169	1.168717579
1170	1.168671262
1171	1.168528895
1172	1.168492307
1173	1.168478754
1174	1.168411283
1175	1.168276732
1176	1.168250294
1177	1.168017689
1178	1.168008081
1179	1.167938852
1180	1.167890252
1181	1.167816335
1182	1.167787809
1183	1.167778099
1184	1.167580783
1185	1.167512872
1186	1.16748021
1187	1.167369498
1188	1.167214778
1189	1.167179811
1190	1.16702921
1191	1.166826914
1192	1.166798085
1193	1.166785728
1194	1.166747461
1195	1.166726957
1196	1.16662425
1197	1.166615029
1198	1.166486525
1199	1.16632791
1200	1.166247979
1201	1.16596679
1202	1.165942019
1203	1.165878458
1204	1.165850922
1205	1.165664029
1206	1.16559131
1207	1.165147603
1208	1.165115896
1209	1.165085094
1210	1.165066732
1211	1.164888303
1212	1.164879325
1213	1.164690102
1214	1.164619506
1215	1.164509404
1216	1.164146499
1217	1.164101163
1218	1.164073975
1219	1.164050873
1220	1.163916047
1221	1.163761409
1222	1.163338222
1223	1.163121724
1224	1.16301135
1225	1.162815392
1226	1.162799203
1227	1.162761398
1228	1.162377062
1229	1.162333365
1230	1.162295027
1231	1.162239616
1232	1.16220794
1233	1.16207604
1234	1.161985513
1235	1.161954385
1236	1.161945871
1237	1.161871423
1238	1.161860555
1239	1.161835237
1240	1.161639763
1241	1.161497422
1242	1.161394368
1243	1.161373711
1244	1.161295437
1245	1.161278525
1246	1.161193497
1247	1.161172022
1248	1.161100058
1249	1.161090522
1250	1.16097756
1251	1.160916106
1252	1.160769994
1253	1.160714596
1254	1.160604539
1255	1.16056996
1256	1.160232101
1257	1.16020612
1258	1.160108939
1259	1.160080735
1260	1.160016053
1261	1.159992627
1262	1.159643467
1263	1.159548241
1264	1.159446837
1265	1.159056449
1266	1.159033607
1267	1.158976638
1268	1.158705838
1269	1.158555081
1270	1.158521798
1271	1.158264048
1272	1.158240406
1273	1.15822688
1274	1.158130129
1275	1.157861402
1276	1.157692289
1277	1.15760564
1278	1.157570996
1279	1.157406918
1280	1.157330325
1281	1.157198884
1282	1.157122881
1283	1.156806537
1284	1.156772319
1285	1.156714194
1286	1.156583594
1287	1.156525528
1288	1.156275891
1289	1.156185711
1290	1.156126794
1291	1.156078531
1292	1.155782799
1293	1.155669063
1294	1.155578813
1295	1.155534357
1296	1.155484767
1297	1.15527619
1298	1.15520518
1299	1.15502369
1300	1.154985419
1301	1.154941279
1302	1.154931564
1303	1.154910808
1304	1.154816146
1305	1.154773865
1306	1.154721911
1307	1.154687111
1308	1.154514175
1309	1.154409974
1310	1.15429784
1311	1.154288732
1312	1.154181017
1313	1.154142022
1314	1.154059844
1315	1.153994776
1316	1.153909986
1317	1.153881639
1318	1.153796837
1319	1.153532073
1320	1.153209755
1321	1.153180525
1322	1.153128016
1323	1.153084383
1324	1.153062746
1325	1.152921919
1326	1.152895656
1327	1.1528891
1328	1.152739706
1329	1.152702259
1330	1.152603561
1331	1.152460818
1332	1.152452212
1333	1.152327509
1334	1.152173895
1335	1.152096147
1336	1.151953982
1337	1.151931124
1338	1.151719214
1339	1.151661155
1340	1.151640126
1341	1.151597237
1342	1.151532132
1343	1.15151374
1344	1.15150536
1345	1.151442725
1346	1.151388697
1347	1.151156162
1348	1.151043414
1349	1.151035861
1350	1.151004243
1351	1.150777065
1352	1.150703287
1353	1.150683269
1354	1.15049261
1355	1.150413726
1356	1.150280026
1357	1.150194959
1358	1.150164885
1359	1.150051249
1360	1.149980646
1361	1.149928323
1362	1.149790445
1363	1.149698548
1364	1.149582814
1365	1.149453285
1366	1.149372177
1367	1.149245409
1368	1.149177969
1369	1.149007922
1370	1.148956751
1371	1.148817527
1372	1.148724385
1373	1.148682943
1374	1.148411551
1375	1.148284366
1376	1.148242541
1377	1.148165831
1378	1.148140042
1379	1.148122452
1380	1.1480805
1381	1.148047829
1382	1.147882946
1383	1.14780945
1384	1.14769454
1385	1.147648314
1386	1.147558354
1387	1.147420011
1388	1.147229134
1389	1.147140123
1390	1.147107366
1391	1.146927999
1392	1.146909783
1393	1.146740657
1394	1.146393886
1395	1.146272168
1396	1.146221278
1397	1.146179162
1398	1.146045117
1399	1.145714648
1400	1.145702075
1401	1.145682451
1402	1.145663018
1403	1.145502382
1404	1.145413811
1405	1.145324336
1406	1.145298587
1407	1.145061772
1408	1.144743032
1409	1.144695904
1410	1.144601051
1411	1.144315213
1412	1.144297398
1413	1.144284355
1414	1.144232097
1415	1.144132725
1416	1.144098457
1417	1.144059142
1418	1.144027028
1419	1.143945724
1420	1.143730445
1421	1.143698955
1422	1.143604314
1423	1.143565917
1424	1.143522079
1425	1.143253024
1426	1.1432158
1427	1.143182499
1428	1.143002338
1429	1.142937891
1430	1.142904277
1431	1.142706514
1432	1.142620398
1433	1.142556539
1434	1.142499561
1435	1.142440434
1436	1.142174276
1437	1.142143146
1438	1.142029423
1439	1.141959101
1440	1.141873116
1441	1.141827629
1442	1.141801831
1443	1.141777001
1444	1.141716273
1445	1.141629464
1446	1.141606015
1447	1.141535866
1448	1.141451228
1449	1.141405258
1450	1.141385932
1451	1.141282306
1452	1.141243497
1453	1.141120623
1454	1.14109307
1455	1.140927061
1456	1.140911467
1457	1.140841812
1458	1.140668944
1459	1.140632385
1460	1.140568492
1461	1.14049748
1462	1.140468295
1463	1.140460282
1464	1.140290781
1465	1.140181926
1466	1.140136397
1467	1.140089504
1468	1.139911181
1469	1.139888716
1470	1.139853423
1471	1.139705165
1472	1.139519535
1473	1.139440097
1474	1.139222912
1475	1.139111461
1476	1.139004888
1477	1.13898021
1478	1.13891806
1479	1.138868036
1480	1.138787761
1481	1.138752641
1482	1.138477564
1483	1.138402048
1484	1.138382834
1485	1.138366914
1486	1.138339726
1487	1.138278489
1488	1.138008696
1489	1.13782344
1490	1.137584667
1491	1.137549523
1492	1.137501872
1493	1.137390648
1494	1.137140757
1495	1.137037078
1496	1.137007148
1497	1.136925795
1498	1.136905012
1499	1.136867328
1500	1.136817892
1501	1.136773997
1502	1.1367031
1503	1.136477467
1504	1.136403997
1505	1.136359992
1506	1.13617276
1507	1.136044959
1508	1.136011498
1509	1.13599473
1510	1.135922311
1511	1.13589474
1512	1.135662679
1513	1.135653184
1514	1.135566082
1515	1.135540536
1516	1.135346014
1517	1.135309868
1518	1.135283569
1519	1.135164864
1520	1.135131273
1521	1.135098785
1522	1.134984048
1523	1.134950156
1524	1.13492036
1525	1.134896244
1526	1.134842191
1527	1.134769692
1528	1.134729603
1529	1.134712117
1530	1.134608748
1531	1.134567303
1532	1.134280423
1533	1.134262402
1534	1.134257543
1535	1.134203618
1536	1.134146609
1537	1.134113707
1538	1.13390085
1539	1.133709969
1540	1.133536956
1541	1.133522339
1542	1.133500644
1543	1.133493045
1544	1.133306291
1545	1.133222131
1546	1.133138125
1547	1.133095778
1548	1.132969905
1549	1.132770118
1550	1.132729954
1551	1.132638425
1552	1.132616887
1553	1.132575254
1554	1.132407504
1555	1.132372608
1556	1.132338507
1557	1.132128395
1558	1.132023498
1559	1.131945379
1560	1.131867867
1561	1.131837753
1562	1.13181963
1563	1.131803492
1564	1.131559635
1565	1.131532215
1566	1.131366482
1567	1.131265936
1568	1.131118038
1569	1.130849475
1570	1.130825023
1571	1.130639994
1572	1.130566507
1573	1.130492351
1574	1.130316155
1575	1.130279259
1576	1.130262801
1577	1.130246049
1578	1.130047527
1579	1.129823467
1580	1.129635097
1581	1.1294858
1582	1.129410887
1583	1.129333683
1584	1.129313854
1585	1.129224173
1586	1.129062961
1587	1.128893998
1588	1.128858506
1589	1.128834933
1590	1.128762623
1591	1.128656714
1592	1.128641806
1593	1.128465105
1594	1.128428605
1595	1.128335043
1596	1.128184581
1597	1.128168435
1598	1.128143269
1599	1.128087937
1600	1.128043741
1601	1.128015861
1602	1.127983534
1603	1.127975678
1604	1.127945352
1605	1.127925068
1606	1.127870873
1607	1.127839638
1608	1.127806886
1609	1.127793158
1610	1.127721934
1611	1.127707762
1612	1.127514714
1613	1.127416124
1614	1.127400932
1615	1.127299999
1616	1.127281617
1617	1.12722654
1618	1.1270289
1619	1.127018865
1620	1.126857759
1621	1.126762364
1622	1.126622739
1623	1.126460197
1624	1.126441362
1625	1.126418634
1626	1.126217197
1627	1.126147499
1628	1.126114647
1629	1.126104944
1630	1.126088021
1631	1.126064944
1632	1.125993941
1633	1.125943033
1634	1.125927958
1635	1.125898596
1636	1.1257568
1637	1.12557988
1638	1.125536729
1639	1.125528671
1640	1.125507161
1641	1.125478784
1642	1.125335479
1643	1.125274322
1644	1.12520525
1645	1.125169734
1646	1.125154745
1647	1.125086891
1648	1.124966354
1649	1.124910264
1650	1.124894429
1651	1.124845239
1652	1.124717203
1653	1.124636797
1654	1.124542798
1655	1.124524687
1656	1.124476785
1657	1.124459909
1658	1.124430363
1659	1.124196654
1660	1.124153403
1661	1.124112122
1662	1.123976347
1663	1.123905145
1664	1.12387857
